,id_stable,Date,ContentClean
422,193500,2021-05-25 16:50:36+00:00,Today almost 50% of displaced people in the Aegean islands are Afghans. Across the EU they continue to represent the second largest nationality seeking asylum in the EU after Syrians. Read more about this context and why people are coming to Europe down_arrow_e 
487,109598,2021-08-27 13:11:06+00:00,"20,000 #Afghan #refugees will be coming to #Canada as part of the federal government’s resettlement program — and #Brampton’s Red Lead Canadian Resettlement Organization is doing its part to help. #CDNpoli"
104,87982,2021-09-05 13:38:17+00:00,O baji thori research krliya kro? Jahan daikha wahen tatti pile_of_poo_e krdi? This is an old video. And he is an afghan refugee
1177,133413,2021-08-20 23:46:19+00:00,Maybe Trump shouldn't have thrown the Afghan army under the bus & negotiate a surrender last Feb while making no plan for what happens next except pulling all US troops out by May 2021. No evac plan for 80k. No SIV process plan. A 14 mos gift of doing nothing to al Qaeda.
243,51501,2021-10-22 21:31:01+00:00,Afghan Refugee Charged With Rape Of 18-Year-Old After Resettling In Montana
608,109712,2021-08-27 12:27:12+00:00,"Distressingly those from the largest group working to protect the rights of women in Afghanistan, one funded by the US government, have not been evacuated. Why don't we #PrioritizeAfghanWomen for refugee evacuation? via"
690,109820,2021-08-27 11:38:00+00:00,"Afghanistan-born swimmer Abbas Karimi has sent a ""huge message of hope"" despite missing out on a medal at the #Paralympics the refugee team's chief said Friday #Tokyo2020 #AFPsports"
89,7858,2022-03-20 08:43:42+00:00,"Quick question: For those of you who get clearance to house Ukrainian refugee families but aren’t allocated one, will you then be volunteering to house Yemeni, Syrian, Iraqi, Afghan refugees??????"
835,182581,2021-07-25 15:34:35+00:00,Considering the amount of ISIS terrorists let back into Canada by Trudeau's Liberals it could be a problem for these people... Federal government says Afghan interpreters' families may be able to resettle in Canada #cdnpoli
657,78059,2021-09-12 10:09:28+00:00,"GREAT JOB, keep doing the best and wish you to win this election again. I hope the priorities get answer soon too,those who helped Canadian embassy in Afghanistan, who are still on the run for their safety and no reply from resettlement for their case…….."
478,196900,2021-03-11 14:21:31+00:00,The German government to Germans: Do not travel to Afghanistan. Bomb attacks and kidnappings are a danger throughout the country. Life-threatening situations could develop at any time The German government to Afghan asylum seekers:
917,66561,2021-09-23 13:16:56+00:00,"The Center for Refugee Services is a charity in San Antonio and right now they are gearing up to help the Afghans that will be relocating here. I volunteer there, they are good people. I know not everyone can donate, but for those who can:"
1029,17667,2022-02-16 21:32:02+00:00,"To read more about the humanitarian crisis in Afghanistan and the proposal to resettle refugees based on a 0.05% proportion of a country's population, check the link below for the report itself:"
1126,197848,2021-02-07 02:10:47+00:00,An Afghan family in UNHCR/India is humbly and incredibly grateful for bold humanitarian action 4 refugees. This will save the lives of refugees who live with hardship & grave challenges. It will spread a profound impact on values &
851,45158,2021-11-11 05:32:07+00:00,"I know can be a hellscape sometimes (often?)… But Twitter fam, you have brought tears to my eye this week with your kindness and generosity. With your connections and selflessness. All for an Afghan refugee you don’t know. Thank you. Thank you SO MUCH."
842,136309,2021-08-20 11:24:13+00:00,"The EU's engagement to help those in Afghanistan in need of international protection ""must include expediting visas, supporting safe passage for human rights defenders out of the country including from Kabul airport, providing relocation and resettlement"""
366,178347,2021-08-05 22:12:39+00:00,"Tens of thousands of afghans are moving towards Iran's border to seek refugee. Iran is already hosting 2-3 million illegal afghan refugees. With the trembling economy, we just can't handle anymore. With that being said, they will not be sent back. Welcome to your home red_heart_e "
723,86458,2021-09-06 12:45:45+00:00,There are still many SIV remain in Afghanistan. Do something for them
915,135153,2021-08-20 16:17:55+00:00,So the answer is to let every Afghan into the country without vetting them. Get real! The biased pundits and main stream media are piling on to what every fair pundit knows is a complex lose-lose issue!
126,45472,2021-11-10 12:36:27+00:00,"Facts: - SSSS stands for Secondary Security Screening Selection - any traveller can be assigned SSSS - DHS owns the criteria for assignment - J6 defendants have shown their tendency for violence, Afghan asylum applicants have not - asylum is a human right"
614,102082,2021-08-30 14:50:44+00:00,Starting in just 10 min: Join Housing Action's partner Refugee Action Network for a press conference about the growing crisis in Afghanistan & IL's response. Hear from & Afghan nationals alongside US vets.
40,164093,2021-08-16 16:00:21+00:00,"""Stand With Afghanistan- A refugee is a human being. People become refugees due to circumstances. They are people away from their home which already makes it hard for them Don't make it any harder."" - Shweta Bhanot"
386,165181,2021-08-16 13:43:24+00:00,Aren't you the same bunch that voted against helping the refugee Afghans a month ago? #Hypocrisy
532,51859,2021-10-22 03:57:26+00:00,"Literally every Afghan refugee has gone through YEARS of vetting and screening. This is hateful, racist nonsense."
632,38187,2021-12-02 13:00:00+00:00,"According to the U.N. refugee agency (UNHCR), the real number may be much higher; as of July 2021, Afghans are the second-largest refugee population in the world."
114,167746,2021-08-16 04:53:10+00:00,Good news for Afghan SIV applicants. unroll please.
691,159923,2021-08-16 23:46:37+00:00,"Australia needs to do more. Starting with permanent residence to all Afghani #asylumseekers in Australia (including on shore and off shore detention), rescue those who have worked with us and are still in Kabul, grant asylum to many still waiting in Indonesia. #auspol"
675,143019,2021-08-19 02:00:30+00:00,"...get to them right now. Kirby says, ""American citizens will not be given priority evacuation over Afghan SIV applicants."" So I'll take my apology now. ""US prepares to house thousands of Afghan refugees on American military installations"""
902,153303,2021-08-17 18:27:45+00:00,"NSA Sullivan addresses concerns over pace, timing of evacuations. ""We did dramatically accelerate the SIV process,"" but Afghan government ""made a passionate case that we should not conduct a mass evacuation lest we trigger a loss of confidence in the government."""
1005,12458,2022-03-04 10:05:09+00:00,"Elected officials in San Diego declare support for #Afghan refugee bill Declares March 1st as #AfghanEvac Day to show support for #Afghanistan Adjustment Act “#Congress must pass the AAA” ""If you stand w/ the troops, then you must stand with us on this”"
666,57102,2021-10-08 16:05:01+00:00,City students welcome Afghan refugees after resettlement plans in Aberdeen were announced last month.
620,510,2022-04-23 22:07:58+00:00," thread_e Listen up Afg diaspora, there is a genocide happening in Afghanistan against our Hazara siblings, meanwhile the UK will soon be sending asylum seekers to Rwanda which essentially means Refugees from Asian and Africa! Germany is displacing Afghan refugees for Ukrainians."
279,162193,2021-08-16 19:37:00+00:00,Commendable Mr Green but which way would you vote if there was a motion in the HofC to allow Afghani asylum seekers into the UK and the whip told you to vote against? Million dollar question…
567,6706,2022-03-25 12:24:14+00:00,"The ugly face of racism that’s often hidden is brought to surface because of Russia War in Ukraine.The whole Western world is now transfixed on the migrant crisis in Europe and completely dwarfs all other crises like the Palestinians,Afghanistan and Syrian on going crises. Is it"
898,41465,2021-11-24 02:29:53+00:00,"Can we do the same to the migrants in America's southern border? It is good that the U.S.A. waited until DJT left office to resettle the Afghans. Yet, these migrants have suffered enough. They are very industrious and enterprising people. #Fresh #DemVoice1 #ONEV1"
837,66074,2021-09-23 22:08:54+00:00,"Who are these 60K #Afghans that #Biden brags of bringing here? Bahrullah Noori, resettled to #Wisconsin, is one: Status: ""...one count of attempting to engage in a sex act with a minor by force and three counts of engaging in a sex act with a minor."":"
709,454,2022-04-24 09:21:23+00:00,"If it’s legal you said you like economic migrants Chris. It’s the governments choice you said when talking about India. We need workers. 1.4 million vacancies. Open up economic migrant routes too. Many Syrians, afghans, Iranians etc have lots of skills that could be used here."
952,197788,2021-02-10 07:09:20+00:00,#Deportation_Germany! 26 Afghan asylum seekers deported from Germany last night have arrived in Kabul this morning. More details will be following
981,28098,2022-01-09 14:36:01+00:00,Afghan refugees in Indonesia_e have lived in limbo for a decade and need to be resettled immediately. UNHR as “the guardian of the 1951 Conv and 1967 Pro” must take effective measures to resettle Afghan refugees. #HelpRefugees_Indonesia
1190,159331,2021-08-17 01:34:33+00:00,Are there any hindus left in afghan though thinking_face_e Also caa deadline is over and it's only for citizenship and not for giving refugee. How dumb and vile can you be? face_vomiting_e #TalibanDestroyingAfghanistan #Afghanistan #TalibanTerrorists
1055,100208,2021-08-31 04:15:42+00:00,UN are useless! Their silence was deafening. All these Western Stakeholders have just been sucking the life out of Afghanistan for years... and they will again with the Refugee crisis!
778,85358,2021-09-07 07:09:13+00:00,announces a record number of around 1000 illegal immigrants crossed the channel yesterday. That figure could be eclipsed today. What is doing as Home Secretary? At least one illegal immigrant was an Afghan. Is the UK safe with in charge of security.?
890,188582,2021-07-04 09:46:16+00:00,"My parents fled the war and I can totally relate — I know how it feels to be a refugee, especially somewhere where there is no value of a human being, I know how Afghan refugees have been treated in Pakistan for the past four decades, no basic human rights whatsoever."
